Marca de temps,Localitat,Data,Categoria,"En cas d'altres, quina?","Nom de l'activitat ","Companyia, artista",Lloc,Llengua de l'activitat,Preu,Regidoria organitzadora,Llengua de la publicitat,Font,Persona que ha introduït les dades,,,Estructura dades,Observacions estructura dades
08/02/2023 10:03:39,"Eliana, l´",04/10/2022,Exposició,,VÍCTOR IÑÚRRIA PROJECTES 1975 – 2008 (33 ANYS D’OBRA ARQUITECTÒNICA A L’ELIANA),,CENTRE SOCIOCULTURAL,Activitat sense llengua,,Cultura,Valencià/català,https://www.leliana.es/va/evento/victor-inurria-projectes-1975-2008-33-anys-dobra-arquitectonica-leliana,Joan,,,,
14/02/2023 9:03:34,Sueca,04/10/2022,Exposició,,Zero plàstics,,Biblioteca municipal,Valencià/català,,Altres,Valencià/català,https://www.facebook.com/ajuntament.sueca/?locale=ca_ES,Blanca,,,,
14/02/2023 11:12:57,Tavernes Blanques,04/10/2022,Exposició,,Exposició del concurs de dibuix 9 d'Octubre,,Pavelló municipal,Activitat sense llengua,,Cultura,Bilingüe,https://www.facebook.com/AytoTBlanques/,Blanca,,,,
17/02/2023 9:15:48,València,04/10/2022,Conferència,,Celebramos la lectura: Las mujeres traicionadas por la historia: de la antigua Roma a Lucrecia Borgia,Isabel Barcelo,Biblioteca d'Arrancapins - Eduard Escalante,Espanyol,,En col·laboració o organitzat per una entitat ciutadana,Bilingüe,https://www.facebook.com/bibliotequesmunicipalsvlc/,Hermi,,,,
17/02/2023 9:12:23,València,04/10/2022,Altres,Circ,Festival ValenCirc: Sin Medidas,Jano,Biblioteca de Sant Marcel·lí-Camí Real - Clara Santiró i Font,Espanyol,,Cultura,Valencià/català,https://www.facebook.com/bibliotequesmunicipalsvlc/,Hermi,,,,
08/02/2023 12:34:49,Aldaia,05/10/2022,Exposició,,Dissenyar l'aire,,Museu del Palmito d'Aldaia,Valencià/català,,Cultura,Valencià/català,https://www.aldaia.es/portada,Marina,,,,
08/02/2023 12:36:11,Aldaia,05/10/2022,Exposició,,La Construcció de la Ciutadania. 40 anys d'Estatut d'Autonomia,,Museu del Palmito d'Aldaia,Valencià/català,,Cultura,Valencià/català,https://www.aldaia.es/portada,Marina,,,,
07/02/2023 12:57:55,Alzira,05/10/2022,Exposició,,L’ESCOLA DURANT LA REPÚBLICA. LA SOCIETAT RECREATIVA. EINES DEL CAMP,Societat Recreativa l'Azahar,Antic Llavador de l'Alquerieta,Valencià/català,,En col·laboració o organitzat per una entitat ciutadana,Valencià/català,https://www.facebook.com/AjuntAlzira?locale=ca_ES,Marina,,,,
08/02/2023 10:04:34,"Eliana, l´",05/10/2022,Cinema,,Al rojo vivo,,Centro Sociocultural - Sala Pep Torrent,Espanyol,,Cultura,Valencià/català,https://www.leliana.es/va/evento/al-rojo-vivo,Joan,,,,
06/02/2023 13:18:03,Llíria,05/10/2022,Contacontes,,Contar y Cantar,Contes Kummerlin,Agència de Lectura,Valencià/català,,Altres,Valencià/català,https://www.lliria.es/sites/www.lliria.es/files/AGENDA_octubre.pdf,Marina,,,,
13/02/2023 10:59:57,"Puig de Santa Maria, el",05/10/2022,Altres,PRESENTACIÓ D'UN MURAL,PRESENTACIÓ DEL MURAL HOMENTAGE AL CANT VALENCIÀ DEL PUIG,,ESPLANADA DEL PRADO REI,Activitat sense llengua,,Cultura,Valencià/català,https://www.facebook.com/photo.php?fbid=469797935191249&set=pb.100064831384905.-2207520000.&type=3,Joan,,,,
05/05/2023 10:59:58,Riba-roja del Túria,05/10/2022,Presentació llibre,,Papilas gustativas,Alicia Cantero,Castell de Riba-roja de Túria,Espanyol,,Cultura,Valencià/català,https://www.facebook.com/photo.php?fbid=516514007177000&set=pb.100064552158020.-2207520000.&type=3,Marina,,,,
05/05/2023 11:28:38,Riba-roja del Túria,05/10/2022,Presentació llibre,,Volver a ser,Bianca Soriano,Castell de Riba-roja de Túria,Espanyol,,Cultura,Valencià/català,https://www.facebook.com/photo.php?fbid=473801091448292&set=pb.100064552158020.-2207520000.&type=3,Marina,,,,
27/04/2023 18:37:22,Sagunt,05/10/2022,Exposició,,I Concurso de pintura del Patrimonio Industrial Puerto Sagunto,INICIATIVA PORTEÑA,CASA MUNICIPAL DE CULTURA ,Activitat sense llengua,,Cultura,Valencià/català,https://aytosagunto.es/media/jyrnwzjj/agenda-tardor-2022.pdf,Hermi,,,,
14/02/2023 16:57:47,Tavernes de la Valldigna,05/10/2022,Taller de teatre,,Taller de teatre per a gent gran,Trencadís Produccions,,No hi ha informació,,Altres,Valencià/català,https://www.facebook.com/AjuntamentTavernesValldigna/?locale=es_ES,Blanca,,,,
17/02/2023 9:24:59,València,05/10/2022,Taller literari,,Club de Escritura Creativa para Adultos,,Biblioteca de la Vega Baixa - Maria Moliner,Espanyol,,Cultura,Bilingüe,https://www.facebook.com/bibliotequesmunicipalsvlc/,Hermi,,,,
17/02/2023 9:17:18,València,05/10/2022,Club de lectura,,Club de lectura familiar (1-3 anys),,Biblioteca de la Vega Baixa - Maria Moliner,Valencià/català,,Cultura,Valencià/català,https://www.facebook.com/bibliotequesmunicipalsvlc/,Hermi,,,,
17/02/2023 9:19:05,València,05/10/2022,Contacontes,,Cuentos a mano, Vicente Cortés Vividor del Cuento,Biblioteca de Natzaret - Del Mar,Espanyol,,Cultura,Valencià/català,https://www.facebook.com/bibliotequesmunicipalsvlc/,Hermi,,,,
17/02/2023 9:27:28,València,05/10/2022,Exposició,,Els colors de la meua ment,Miguel Risueño,Biblioteca de Sant Marcel·lí-Camí Real - Clara Santiró i Font,Activitat sense llengua,,Cultura,Valencià/català,https://www.facebook.com/bibliotequesmunicipalsvlc/,Hermi,,,,
17/02/2023 9:20:46,València,05/10/2022,Taller literari,,Libros sin límites, Luminaria Arte y Aprendizaje,Biblioteca de Beniferri - Joan de Timoneda,Espanyol,,Cultura,Valencià/català,https://www.facebook.com/bibliotequesmunicipalsvlc/,Hermi,,,,
06/02/2023 11:09:22,Albal,06/10/2022,Contacontes,,Activitat d'animació lectora,,Biblioteca municipal d'Albal,Valencià/català,,Cultura,Valencià/català,https://www.instagram.com/ajuntamentalbal/?hl=es,Blanca,,,,
07/02/2023 12:59:35,Alzira,06/10/2022,Exposició,,"""Mirades en temps de pandèmia” i “Homenatge a les lluitadores i lluitadors per la llibertat. Alzira 1965 – 1985”",Antonio Martínez i Ferrer,Casa de la Cultura,Valencià/català,,Cultura,Valencià/català,https://www.facebook.com/AjuntAlzira?locale=ca_ES,Marina,,,,
07/02/2023 13:00:49,Alzira,06/10/2022,Presentació llibre,,"Presentació llibre ""La Policia Local d'Alzira. La seua història des de 1874""",Rubén González i Rubén Pastor,Casa de la Cultura,Valencià/català,,Cultura,Valencià/català,https://www.facebook.com/AjuntAlzira?locale=ca_ES,Marina,,,,
08/02/2023 9:06:32,Bétera,06/10/2022,Exposició,,"Exposició Pitòrica ""El Cant Valencià i concert""",,Casa Nebot,Valencià/català,,Cultura,Bilingüe,https://www.facebook.com/aytodebetera,Hermi,,,,
08/02/2023 10:05:31,"Eliana, l´",06/10/2022,Contacontes,,La porta del meu castell amb Eva Andújar,EVA ANDÚJAR,BIBLIOTECA MUNICIPAL,Valencià/català,,Cultura,Valencià/català,https://www.leliana.es/va/evento/porta-del-meu-castell-eva-andujar,Joan,,,Fàcilment automatitzable,
08/02/2023 10:31:47,"Eliana, l´",06/10/2022,Altres,Voluntariat,Voluntariat pel valencià,VOLUNTARIAT PEL VALENCIÀ,AJUNTAMENT DE L'ELIANA,Valencià/català,,En col·laboració o organitzat per una entitat ciutadana,Valencià/català,https://www.leliana.es/va/evento/voluntariat-pel-valencia,Joan,,,,
09/02/2023 11:03:18,Godella,06/10/2022,Contacontes,,L’oroneta i el rei Jaume I,,Casal d’Infància i Joventut L’Escorxador de Godella,Valencià/català,,Joventut,Bilingüe,https://www.taquillagodella.es/val/producto/octubre-2022-val/ludoespai-loroneta-i-el-rei-jaume-i/,Hermi,,,,
06/02/2023 13:23:20,Llíria,06/10/2022,Club de lectura,,Sessió del club de lectura Elles Dones,Associació Elles Dones,Agència de Lectura,Valencià/català,,Altres,Valencià/català,https://www.lliria.es/sites/www.lliria.es/files/AGENDA_octubre.pdf,Marina,,,,
03/05/2023 13:27:16,Montserrat,06/10/2022,Conferència,,Dones creadores,Anna Moner,Casa de la cultura,Valencià/català,,Cultura,Valencià/català,https://www.facebook.com/AjMontserrat,Marina,,,,
08/02/2023 12:20:53,Oliva,06/10/2022,Exposició,,Concurs/exposició ornitològica,,La casa Maians,Activitat sense llengua,,Cultura,Valencià/català,https://www.facebook.com/AjuntamentOliva/,Blanca,,,,
08/02/2023 12:23:45,Oliva,06/10/2022,Exposició,,Exposició fotogràfica ADAMASCAT Som tradició,,Centre polivalent,Activitat sense llengua,,Cultura,Valencià/català,https://www.facebook.com/AjuntamentOliva/,Blanca,,,,
09/02/2023 9:44:24,Paterna,06/10/2022,Exposició,,PAISAJES CERCANOS,"Canyada d’Art. Carmen Carmona, Lola Vidal, Ricardo Masmano, Pepe Rius, Isabel Fuentes, Ismael Ortuño, Rosa Alcañiz i Lorenzo Iranzo",CENTRE SOCIAL LA CANYADA,Activitat sense llengua,,Cultura,Valencià/català,https://www.paterna.es/images/pdf/cultura/2022/4-trim-2022.pdf,Joan,,,,
09/02/2023 11:21:55,Picassent,06/10/2022,Dansa,,ARTE SIN FRONTERAS,,CASA DE CULTURA,Activitat sense llengua,,Cultura,Valencià/català,https://www.facebook.com/photo/?fbid=456415903188939&set=pcb.456418106522052&locale=es_ES,Joan,,,,
27/04/2023 18:42:53,Sagunt,06/10/2022,Exposició,,Centenari Atlètic Saguntí,ATLÉTICO SAGUNTINO,CENTRE CULTURAL MARIO MONREAL,Activitat sense llengua,,Cultura,Valencià/català,https://aytosagunto.es/media/jyrnwzjj/agenda-tardor-2022.pdf,Hermi,,,,
14/02/2023 16:59:46,Tavernes de la Valldigna,06/10/2022,Presentació llibre,,Notícia del País Valencià,Néstor Novell i Josep Sorribes,Vestíbul casa de la cultura,Valencià/català,,Cultura,Valencià/català,https://www.facebook.com/AjuntamentTavernesValldigna/?locale=es_ES,Blanca,,,,
17/02/2023 9:32:04,València,06/10/2022,Exposició,,ALTA TECNOLOGIA TRAVESTI: Retrats per a un segle XXI dissident,Rubén Antón ,Biblioteca de Benimaclet  - Carola Reig,Activitat sense llengua,,Cultura,Valencià/català,https://www.facebook.com/bibliotequesmunicipalsvlc/,Hermi,,,,
16/02/2023 9:46:33,València,06/10/2022,Música,,Concert commemoratiu del Nou d’Octubre,Orquestra de València,Auditori de Les Arts,Activitat sense llengua,,Cultura,Bilingüe,https://www.facebook.com/palaumusicavlc/,Hermi,,,,
17/02/2023 9:21:53,València,06/10/2022,Altres,Circ,Festival ValenCirc: Sin Medidas,Jano,Biblioteca de Patraix - Azorín,Espanyol,,Cultura,Valencià/català,https://www.facebook.com/bibliotequesmunicipalsvlc/,Hermi,,,,
17/02/2023 9:28:51,València,06/10/2022,Exposició,,Tres mujeres,Hollie Wittman,Biblioteca de Natzaret - Del Mar,Activitat sense llengua,,Cultura,Valencià/català,https://www.facebook.com/bibliotequesmunicipalsvlc/,Hermi,,,,
15/02/2023 10:43:23,Xàtiva,06/10/2022,Conferència,,El collar de la Coloma d'Ibn Hazm,Francisco Franco-Sánchez,Casa de la Cultura,Valencià/català,,En col·laboració o organitzat per una entitat ciutadana,Valencià/català,https://blog.xativa.es/2022/10/06/28655/,Marina,,,,
17/02/2023 9:31:27,Alcàsser,07/10/2022,Lectura en veu alta,,MARATÓ DE LECTURA LLIBRE DELS FETS,,CENTRE CULTURAL,Valencià/català,,Cultura,Valencià/català,https://www.facebook.com/photo.php?fbid=474468021385963&set=pb.100064683067519.-2207520000.&type=3,Joan,,,,
17/02/2023 9:10:24,Alcàsser,07/10/2022,Teatre,,Mr Blue Sky,La Fam Teatre,Nou auditori en l'avinguda Artal de Foces,Activitat sense llengua,,Cultura,Bilingüe,https://www.alcasser.es/va/evento/mr-blue-sky-fam-teatre,Joan,,,,
07/02/2023 9:24:32,Alfafar,07/10/2022,Dansa,,Alfafar balla danses,Exhibición de bailes tradicionales,Pavelló complex esportiu,Activitat sense llengua,,Cultura,Valencià/català,https://asociaciones.alfafar.es/es/eventos,Blanca,,,,
07/02/2023 10:05:11,Algemesí,07/10/2022,Presentació llibre,,Presentació del llibre El plan Chispa en marcha,"Eli Lluch Girbés, Carla Carbonell i Celia Sales",Sala Vicent Castell (Biblioteca d'Algemesí),Valencià/català,,Cultura,Valencià/català,https://www.instagram.com/ajuntamentalgemesi/?hl=es,Blanca,,,,
07/02/2023 13:12:39,Alginet,07/10/2022,Presentació llibre,,Presentació de la revista d'estudis locals VI,,Teatre modern d'Alginet,Valencià/català,,Cultura,Valencià/català,https://www.facebook.com/AjuntamentAlginet/?locale=ca_ES,Blanca,,,,
08/02/2023 9:44:26,Almàssera,07/10/2022,Monòlegs,,Sóc hiperactiva,Pepa Cases,Centre cultural,Valencià/català,,Cultura,Valencià/català,https://www.facebook.com/ajuntamentalmassera/?locale=ca_ES,Blanca,,,,
08/02/2023 11:11:08,Almussafes,07/10/2022,Lectura en veu alta,,Lectura Estellés,,Museu Casa Ayora,Valencià/català,,Cultura,Valencià/català,https://www.instagram.com/ajuntamentalmussafes/?hl=es,Marina,,,,
08/02/2023 11:10:15,Almussafes,07/10/2022,Altres,Lliurament premis,Lliurament Premis Marc Granell,,Museu Casa Ayora,Valencià/català,,Cultura,Valencià/català,https://www.instagram.com/ajuntamentalmussafes/?hl=es,Marina,,,,
07/02/2023 13:02:00,Alzira,07/10/2022,Música,,XIX Campanya de concerts d'intercanvis 2022,olla de tabal i dolçaina Les Raboses d’Alzira i Escola Musical de tabal i dolçaina d'Algemesí,Casa de la Cultura,Valencià/català,,Cultura,Valencià/català,https://www.facebook.com/AjuntAlzira?locale=ca_ES,Marina,,,,
08/02/2023 9:16:46,Bétera,07/10/2022,Presentació llibre,,El árbol de los gatos,Carla Carreres i Piluca Soriano,Saló de plens del Castell de Bétera,Espanyol,,Cultura,Bilingüe,https://www.facebook.com/aytodebetera,Hermi,,,,
06/02/2022 12:08:37,Canals,07/10/2022,Música,,XIX Campanya de concerts d'intercanvis 2022,Unió Musical Santa Cecília,Centre Cultural Papa Calixte III,Valencià/català,,En col·laboració o organitzat per una entitat ciutadana,Bilingüe,https://www.facebook.com/AjuntamentCanals?locale=ca_ES,Joan,,,,
07/02/2023 10:01:00,Carlet,07/10/2022,Teatre,,!DESCARADOS¡,Dario Fo,Teatre Giner,Espanyol,5€,Cultura,Valencià/català,https://www.carlet.es/va/evento/teatre-descarados,Joan,,,,
07/02/2023 10:33:56,Catarroja,07/10/2022,Lectura poemes,,NIT ESTELLÉS,,PLAÇA LLOTGETA,Valencià/català,,Altres,Valencià/català,https://www.facebook.com/AjuntamentdeCatarroja,Joan,,,,
08/02/2023 10:06:36,"Eliana, l´",07/10/2022,Exposició,,Indumentària valenciana S. XVIII-XIX,Associació cultural Folklòrica La Llauradora l’Eliana,CENTRE SOCIOCULTURAL,Activitat sense llengua,,En col·laboració o organitzat per una entitat ciutadana,Valencià/català,https://www.leliana.es/va/evento/indumentaria-valenciana-s-xviii-xix,Joan,,,,
17/02/2023 10:22:13,Foios,07/10/2022,Música,,CONCERT,NOU OCTET SEDAJAZZ,CASA DE LA CULTURA,Valencià/català,,En col·laboració o organitzat per una entitat ciutadana,Valencià/català,https://www.foios.es/sites/www.foios.es/files/docs/cultura/9-oct/Programa_setmana_cultural_9-Oct22_rev2.pdf,Joan,,,,
09/02/2023 11:02:15,Godella,07/10/2022,Música,,Els COMcerts del COM: Trobadorets,Trobadorets,Teatre Capitolio,Valencià/català,,Cultura,Bilingüe,https://www.taquillagodella.es/val/producto/octubre-2022-val/trobadorets-els-comcerts-del-com/,Hermi,,,,
06/02/2023 13:26:03,Llíria,07/10/2022,Música,,Espectacle Arrel,"Miquel Gil i Noèlia Llorens ""Titana""",Teatre Banda Primitiva,Valencià/català,,Cultura,Valencià/català,https://www.lliria.es/sites/www.lliria.es/files/AGENDA_octubre.pdf,Marina,,,,
03/05/2023 13:22:28,Montserrat,07/10/2022,Teatre,,Sophie,La troupe Malabó,Casa de la cultura,No hi ha informació,,Cultura,Valencià/català,https://www.facebook.com/AjMontserrat,Marina,,,,
08/02/2023 11:43:03,Oliva,07/10/2022,Altres,"Festa Estellés (recitació de versos, actuacions...)",X Festa Estellés Oliva ,,Centre polivalent,Valencià/català,,Cultura,Valencià/català,https://www.facebook.com/AjuntamentOliva/,Blanca,,,,
13/02/2023 10:46:36,Ontinyent,07/10/2022,Música,,Concert de Jonatan Penalba,Jonatan Penalba,Sala Gomis,Valencià/català,8€,Cultura,Valencià/català,https://www.ontinyent.es/va/evento/concert-jonatan-penalba,Blanca,,,,
09/02/2023 9:18:52,Paterna,07/10/2022,Teatre,,EL PLA,OLYMPIA METROPOLITANA,GRAN TEATRE ANTONIO FERRANDIS,Valencià/català,"12€, 8,4€",Cultura,Valencià/català,https://www.paterna.es/images/pdf/cultura/2022/4-trim-2022.pdf,Joan,,,,
09/02/2023 11:22:53,Picassent,07/10/2022,Exposició,,LA RONDALLA DIBUIXADA,PACO SANTANA,EL REFUGI CULTURAL,Activitat sense llengua,,Cultura,Valencià/català,https://www.facebook.com/photo/?fbid=456415903188939&set=pcb.456418106522052&locale=es_ES,Joan,,,,
10/02/2023 12:23:26,Puçol,07/10/2022,Música,,EVA GÓMEZ EN CONCERT,EVA GÓMEZ,CASA DE CULTURA,Valencià/català,"3,40€",Cultura,Valencià/català,https://casacultura.net/event/eva-gomez-en-concert/,Joan,,,,
10/02/2023 12:41:32,Quart de Poblet,07/10/2022,Exposició,,Inauguració del 42 Saló de Fotografia QLICK,,Sala d'exposicions Casa de la Cultura ,No hi ha informació,,Cultura,Bilingüe,https://www.facebook.com/quartdepoblet/?locale=es_ES,Marina,,,,
13/02/2023 9:27:25,Rocafort,07/10/2022,Lectura en veu alta,,Lectura de poemes,Maria Fullana i Josepa Montagut,Nou Espai,No hi ha informació,,Cultura,Bilingüe,https://www.facebook.com/ajuntamentderocafort/,Hermi,,,,
13/02/2023 9:25:52,Rocafort,07/10/2022,Música,,Música en directe,Miquel Pérez i Francesc Anyó,Nou Espai,No hi ha informació,,Cultura,Bilingüe,https://www.facebook.com/ajuntamentderocafort/,Hermi,,,,
27/04/2023 13:16:15,Sagunt,07/10/2022,Teatre,,La teua mà en la meua,L'Om Imprevís,Casa Municipal de Cultura,Valencià/català,9€,Cultura,Valencià/català,https://aytosagunto.es/media/jyrnwzjj/agenda-tardor-2022.pdf,Marina,,,,
14/02/2023 11:15:08,Tavernes Blanques,07/10/2022,Música,,Concert conmemoratiu del 9 d'Octubre ,L'agrupació artístic musical,Saló d'actes de l'IAAM,Activitat sense llengua,,Cultura,Bilingüe,https://www.facebook.com/AytoTBlanques/,Blanca,,,,
14/02/2023 16:53:10,Tavernes de la Valldigna,07/10/2022,Teatre,,Conte amb titelles Rei Jaume I,AMIMIC teatre,Casa de la cultura,Valencià/català,,Cultura,Valencià/català,https://www.facebook.com/AjuntamentTavernesValldigna/?locale=es_ES,Blanca,,,,
14/02/2023 16:52:15,Tavernes de la Valldigna,07/10/2022,Música,,Nit de Rock i música electrònica,Metall i so i la fístula valkànika,Espai multiusos,Valencià/català,,Cultura,Valencià/català,https://www.facebook.com/AjuntamentTavernesValldigna/?locale=es_ES,Blanca,,,,
14/02/2023 19:12:55,Torís,07/10/2022,Contacontes,,Contes sense por de monstres valencians,Miquel Caramel,Biblioteca pública,Valencià/català,,Cultura,Valencià/català,https://www.turis.es/evento/contes-sense-por-monstres-valencians,Blanca,,,,
14/02/2023 19:47:34,Torís,07/10/2022,Altres,Excursió cultural,Excursió cultural,,L'alqueria de l'orxata i port Saplaya,Valencià/català,10€,Cultura,Valencià/català,https://www.facebook.com/ajuntamentdeturis/?locale=ca_ES,Blanca,,,,
16/02/2023 13:41:42,València,07/10/2022,Altres,Animació infantil,Animació infantil,Canta i juga,"Parc del carrer de Sant Pancraci, 20",Valencià/català,,En col·laboració o organitzat per una entitat ciutadana,Valencià/català,https://www.facebook.com/CulturaalsbarrisipoblesdeValencia/photos/5759206067464011/,Blanca,,,,
16/02/2023 13:45:10,València,07/10/2022,Música,,Concert de música infantil,Los calcetines,Amfiteatre del parc de Benicalap,Espanyol,,En col·laboració o organitzat per una entitat ciutadana,Valencià/català,https://www.facebook.com/CulturaalsbarrisipoblesdeValencia/photos/5759206067464011/,Blanca,,,,
16/02/2023 13:43:20,València,07/10/2022,Teatre,,"Eko, el aviador",Muppetece Teatro,Plaça de Roma,Espanyol,,En col·laboració o organitzat per una entitat ciutadana,Valencià/català,https://www.facebook.com/CulturaalsbarrisipoblesdeValencia/photos/5759206067464011/,Blanca,,,,
16/02/2023 13:39:36,València,07/10/2022,Contacontes,,El llibre de les bèsties,Circorama teatre,Parc del carrer de Miquel Adlert,Valencià/català,,En col·laboració o organitzat per una entitat ciutadana,Valencià/català,https://www.facebook.com/CulturaalsbarrisipoblesdeValencia/photos/5759206067464011/,Blanca,,,,
